Ball #,BallName,IO Type,X,Y,Interface,Notes
BL58,DDR0_DQ[3][7]/DDR0_DQ[5][7]/DDR1_DQ[1][7]/DDR2_DQ[1][7],I/O,-10932.4,-4584.4,DDR Interface,
BK57,DDR0_DQ[3][6]/DDR0_DQ[5][6]/DDR1_DQ[1][6]/DDR2_DQ[1][6],I/O,-10421.2,-4987.1,DDR Interface,
BL56,DDR0_DQ[3][5]/DDR0_DQ[5][5]/DDR1_DQ[1][5]/DDR2_DQ[1][5],I/O,-9886.2,-4446.8,DDR Interface,
BK60,DDR0_DQ[3][4]/DDR0_DQ[5][4]/DDR1_DQ[1][4]/DDR2_DQ[1][4],I/O,-11439.8,-4990.9,DDR Interface,
BP60,DDR0_DQ[3][3]/DDR0_DQ[5][3]/DDR1_DQ[1][3]/DDR2_DQ[1][3],I/O,-11439.8,-3226.9,DDR Interface,
BN56,DDR0_DQ[3][2]/DDR0_DQ[5][2]/DDR1_DQ[1][2]/DDR2_DQ[1][2],I/O,-9886.2,-3771,DDR Interface,
BP57,DDR0_DQ[3][1]/DDR0_DQ[5][1]/DDR1_DQ[1][1]/DDR2_DQ[1][1],I/O,-10421.2,-3230.7,DDR Interface,
BN58,DDR0_DQ[3][0]/DDR0_DQ[5][0]/DDR1_DQ[1][0]/DDR2_DQ[1][0],I/O,-10932.4,-3633.4,DDR Interface,
BU58,DDR0_DQ[2][7]/DDR0_DQ[4][7]/DDR1_DQ[0][7]/DDR2_DQ[0][7],I/O,-10932.4,-1986.6,DDR Interface,
BT57,DDR0_DQ[2][6]/DDR0_DQ[4][6]/DDR1_DQ[0][6]/DDR2_DQ[0][6],I/O,-10421.2,-2389.3,DDR Interface,
BU56,DDR0_DQ[2][5]/DDR0_DQ[4][5]/DDR1_DQ[0][5]/DDR2_DQ[0][5],I/O,-9886.2,-1849,DDR Interface,
BT60,DDR0_DQ[2][4]/DDR0_DQ[4][4]/DDR1_DQ[0][4]/DDR2_DQ[0][4],I/O,-11439.8,-2393.1,DDR Interface,
BY60,DDR0_DQ[2][3]/DDR0_DQ[4][3]/DDR1_DQ[0][3]/DDR2_DQ[0][3],I/O,-11439.8,-629.1,DDR Interface,
BW56,DDR0_DQ[2][2]/DDR0_DQ[4][2]/DDR1_DQ[0][2]/DDR2_DQ[0][2],I/O,-9886.2,-1173.2,DDR Interface,
BY57,DDR0_DQ[2][1]/DDR0_DQ[4][1]/DDR1_DQ[0][1]/DDR2_DQ[0][1],I/O,-10421.2,-632.9,DDR Interface,
BW58,DDR0_DQ[2][0]/DDR0_DQ[4][0]/DDR1_DQ[0][0]/DDR2_DQ[0][0],I/O,-10932.4,-1035.6,DDR Interface,
DA58,DDR0_DQ[1][7]/DDR0_DQ[1][7]/DDR0_DQ[1][7]/DDR0_DQ[1][7],I/O,-10932.4,7795.6,DDR Interface,
CY57,DDR0_DQ[1][6]/DDR0_DQ[1][6]/DDR0_DQ[1][6]/DDR0_DQ[1][6],I/O,-10421.2,7392.9,DDR Interface,
DB56,DDR0_DQ[1][5]/DDR0_DQ[1][5]/DDR0_DQ[1][5]/DDR0_DQ[1][5],I/O,-9886.2,7933.2,DDR Interface,
CY60,DDR0_DQ[1][4]/DDR0_DQ[1][4]/DDR0_DQ[1][4]/DDR0_DQ[1][4],I/O,-11439.8,7389.1,DDR Interface,
DE60,DDR0_DQ[1][3]/DDR0_DQ[1][3]/DDR0_DQ[1][3]/DDR0_DQ[1][3],I/O,-11439.8,9153.1,DDR Interface,
DD56,DDR0_DQ[1][2]/DDR0_DQ[1][2]/DDR0_DQ[1][2]/DDR0_DQ[1][2],I/O,-9886.2,8609,DDR Interface,
DE57,DDR0_DQ[1][1]/DDR0_DQ[1][1]/DDR0_DQ[1][1]/DDR0_DQ[1][1],I/O,-10421.2,9149.3,DDR Interface,
DD58,DDR0_DQ[1][0]/DDR0_DQ[1][0]/DDR0_DQ[1][0]/DDR0_DQ[1][0],I/O,-10932.4,8746.6,DDR Interface,
DH58,DDR0_DQ[0][7]/DDR0_DQ[0][7]/DDR0_DQ[0][7]/DDR0_DQ[0][7],I/O,-10932.4,10393.4,DDR Interface,
DG57,DDR0_DQ[0][6]/DDR0_DQ[0][6]/DDR0_DQ[0][6]/DDR0_DQ[0][6],I/O,-10421.2,9990.7,DDR Interface,
DH56,DDR0_DQ[0][5]/DDR0_DQ[0][5]/DDR0_DQ[0][5]/DDR0_DQ[0][5],I/O,-9886.2,10531,DDR Interface,
DG60,DDR0_DQ[0][4]/DDR0_DQ[0][4]/DDR0_DQ[0][4]/DDR0_DQ[0][4],I/O,-11439.8,9986.9,DDR Interface,
DL60,DDR0_DQ[0][3]/DDR0_DQ[0][3]/DDR0_DQ[0][3]/DDR0_DQ[0][3],I/O,-11439.8,11750.9,DDR Interface,
DK56,DDR0_DQ[0][2]/DDR0_DQ[0][2]/DDR0_DQ[0][2]/DDR0_DQ[0][2],I/O,-9886.2,11206.8,DDR Interface,
DL57,DDR0_DQ[0][1]/DDR0_DQ[0][1]/DDR0_DQ[0][1]/DDR0_DQ[0][1],I/O,-10421.2,11747.1,DDR Interface,
DK58,DDR0_DQ[0][0]/DDR0_DQ[0][0]/DDR0_DQ[0][0]/DDR0_DQ[0][0],I/O,-10932.4,11344.4,DDR Interface,
,CMDBallName,,,,,
,DDR4/LP4x/LP5_ascend/LP5_descend/DDR5,,,,,
Y51,NC/DDR7_CKE[1]/DDR7_WCK_N/DDR7_WCK_N/NC,O,-7986.6,-16813.9,DDR Interface,
AB51,NC/DDR7_CKE[0]/DDR7_WCK_P/DDR7_WCK_P/NC,O,-7986.6,-16163.9,DDR Interface,
T53,NC/DDR7_CA[5]/DDR7_CA[6]/DDR7_CA[0]/DDR3_CS[1],O,-8852.6,-18285,DDR Interface,
T47,NC/DDR7_CA[4]/DDR7_CA[5]/DDR7_CA[1]/DDR3_CS[0],O,-6421,-18285,DDR Interface,
W53,NC/DDR7_CA[3]/DDR7_CA[4]/DDR7_CS[1]/DDR3_CA[0],O,-8780,-17277,DDR Interface,
AA46,NC/DDR7_CA[2]/DDR7_CA[3]/DDR7_CS[0]/DDR3_CA[6],O,-6191.8,-16367.3,DDR Interface,
Y56,NC/DDR6_CS[0]/DDR6_CA[2]/DDR6_CA[2]/DDR3_CA[2],O,-9886.2,-16826.8,DDR Interface,
AB61,NC/DDR6_CLK_P/DDR6_CLK_P/DDR6_CLK_P/DDR3_CLK_P[0],O,-11940,-16163.9,DDR Interface,
Y61,NC/DDR6_CLK_N/DDR6_CLK_N/DDR6_CLK_N/DDR3_CLK_N[0],O,-11940,-16813.9,DDR Interface,
Y58,NC/DDR6_CKE[1]/DDR6_WCK_N/DDR6_WCK_N/NC,O,-10932.4,-16964.4,DDR Interface,
W57,NC/DDR6_CKE[0]/DDR6_WCK_P/DDR6_WCK_P/NC,O,-10421.2,-17367.1,DDR Interface,
AG49,NC/DDR5_CLK_P/DDR5_CLK_P/DDR5_CLK_P/DDR2_CLK_P[1],O,-7371.4,-14040.4,DDR Interface,
AG48,NC/DDR5_CLK_N/DDR5_CLK_N/DDR5_CLK_N/DDR2_CLK_N[1],O,-6726,-14118.6,DDR Interface,
AJ51,NC/DDR5_CKE[1]/DDR5_WCK_N/DDR5_WCK_N/NC,O,-7986.6,-13221.7,DDR Interface,
AL51,NC/DDR5_CKE[0]/DDR5_WCK_P/DDR5_WCK_P/NC,O,-7986.6,-12571.7,DDR Interface,
AH57,NC/DDR4_CKE[1]/DDR4_WCK_N/DDR4_WCK_N/NC,O,-10421.2,-13774.9,DDR Interface,
AJ58,NC/DDR4_CKE[0]/DDR4_WCK_P/DDR4_WCK_P/NC,O,-10932.4,-13372.2,DDR Interface,
AL56,NC/DDR4_CA[1]/DDR4_CA[1]/DDR4_CA[5]/DDR2_CA[1],O,-9886.2,-12558.8,DDR Interface,
AL58,NC/DDR4_CA[0]/DDR4_CA[0]/DDR4_CA[6]/DDR2_CA[0],O,-10932.4,-12421.2,DDR Interface,
CH51,NC/DDR3_CKE[1]/DDR3_WCK_N/DDR3_WCK_N/NC,O,-7986.6,2406.1,DDR Interface,
CF51,NC/DDR3_CKE[0]/DDR3_WCK_P/DDR3_WCK_P/NC,O,-7986.6,1756.1,DDR Interface,
CC53,NC/DDR3_CA[5]/DDR3_CA[6]/DDR3_CA[0]/DDR1_CS[1],O,-8852.6,285,DDR Interface,
CC47,NC/DDR3_CA[4]/DDR3_CA[5]/DDR3_CA[1]/DDR1_CS[0],O,-6421,285,DDR Interface,
CE53,NC/DDR3_CA[3]/DDR3_CA[4]/DDR3_CS[1]/DDR1_CA[0],O,-8780,1293,DDR Interface,
CH46,NC/DDR3_CA[2]/DDR3_CA[3]/DDR3_CS[0]/DDR1_CA[6],O,-6191.8,2202.7,DDR Interface,
CF56,NC/DDR2_CS[0]/DDR2_CA[2]/DDR2_CA[2]/DDR1_CA[2],O,-9886.2,1743.2,DDR Interface,
CH61,NC/DDR2_CLK_P/DDR2_CLK_P/DDR2_CLK_P/DDR1_CLK_P[0],O,-11940,2406.1,DDR Interface,
CF61,NC/DDR2_CLK_N/DDR2_CLK_N/DDR2_CLK_N/DDR1_CLK_N[0],O,-11940,1756.1,DDR Interface,
CF58,NC/DDR2_CKE[1]/DDR2_WCK_N/DDR2_WCK_N/NC,O,-10932.4,1605.6,DDR Interface,
CE57,NC/DDR2_CKE[0]/DDR2_WCK_P/DDR2_WCK_P/NC,O,-10421.2,1202.9,DDR Interface,
CN49,NC/DDR1_CLK_P/DDR1_CLK_P/DDR1_CLK_P/DDR0_CLK_P[1],O,-7371.4,4529.6,DDR Interface,
CN48,NC/DDR1_CLK_N/DDR1_CLK_N/DDR1_CLK_N/DDR0_CLK_N[1],O,-6726,4451.4,DDR Interface,
CU51,NC/DDR1_CKE[1]/DDR1_WCK_N/DDR1_WCK_N/NC,O,-7986.6,5998.3,DDR Interface,
CR51,NC/DDR1_CKE[0]/DDR1_WCK_P/DDR1_WCK_P/NC,O,-7986.6,5348.3,DDR Interface,
CP57,NC/DDR0_CKE[1]/DDR0_WCK_N/DDR0_WCK_N/NC,O,-10421.2,4795.1,DDR Interface,
CR58,NC/DDR0_CKE[0]/DDR0_WCK_P/DDR0_WCK_P/NC,O,-10932.4,5197.8,DDR Interface,
CU58,NC/DDR0_CA[1]/DDR0_CA[1]/DDR0_CA[5]/DDR0_CA[0],O,-10932.4,6148.8,DDR Interface,
CU56,NC/DDR0_CA[0]/DDR0_CA[0]/DDR0_CA[6]/DDR0_CA[1],O,-9886.2,6011.2,DDR Interface,
AA48,DDR1_PAR/DDR7_CS[1]/DDR7_CS[0]/DDR7_CA[3]/DDR3_CA[3],O,-6882.8,-16291.6,DDR Interface,
AM53,DDR1_ODT[1]/DDR5_CA[0]/DDR5_CA[0]/DDR5_CA[6]/DDR2_CA[3],O,-8780,-12108.6,DDR Interface,
AE50,DDR1_ODT[0]/DDR5_CS[0]/DDR5_CA[2]/DDR5_CA[2]/DDR2_CA[6],O,-7552.6,-14692.8,DDR Interface,
AC60,DDR1_MA[9]/DDR6_CA[0]/DDR6_CA[0]/DDR6_CA[6]/DDR3_CA[11],O,-11439.8,-15606.9,DDR Interface,
AH60,DDR1_MA[8]/DDR4_CA[2]/DDR4_CA[3]/DDR4_CS[0]/DDR2_CA[9],O,-11439.8,-13778.7,DDR Interface,
AE55,DDR1_MA[7]/DDR4_CA[4]/DDR4_CA[5]/DDR4_CA[1]/NC,O,-9799.6,-14841.2,DDR Interface,
AF57,DDR1_MA[6]/DDR4_CA[3]/DDR4_CA[4]/DDR4_CS[1]/NC,O,-10398.8,-14588.1,DDR Interface,
AE60,DDR1_MA[5]/DDR4_CA[5]/DDR4_CA[6]/DDR4_CA[0]/NC,O,-11451.4,-14625.2,DDR Interface,
AJ56,DDR1_MA[4]/DDR4_CS[0]/DDR4_CA[2]/DDR4_CA[2]/DDR2_CA[12],O,-9886.2,-13234.6,DDR Interface,
AM57,DDR1_MA[3]/DDR4_CS[1]/DDR4_CS[0]/DDR4_CA[3]/DDR2_CS[1],O,-10421.2,-12018.5,DDR Interface,
T50,DDR1_MA[2]/DDR7_CS[0]/DDR7_CA[2]/DDR7_CA[2]/DDR3_CA[1],O,-7552.6,-18285,DDR Interface,
AE53,DDR1_MA[16]/DDR5_CA[4]/DDR5_CA[5]/DDR5_CA[1]/DDR2_CA[8],O,-8852.6,-14692.8,DDR Interface,
AK46,DDR1_MA[15]/DDR5_CA[3]/DDR5_CA[4]/DDR5_CS[1]/DDR2_CA[7],O,-6191.8,-12775.1,DDR Interface,
AH53,DDR1_MA[14]/DDR5_CA[2]/DDR5_CA[3]/DDR5_CS[0]/DDR2_CA[11],O,-8780,-13684.8,DDR Interface,
AK48,DDR1_MA[13]/DDR5_CS[1]/DDR5_CS[0]/DDR5_CA[3]/DDR2_CA[5],O,-6882.8,-12699.4,DDR Interface,
AB58,DDR1_MA[12]/DDR6_CA[1]/DDR6_CA[1]/DDR6_CA[5]/DDR3_CA[7],O,-10932.4,-16013.4,DDR Interface,
AB56,DDR1_MA[11]/NC/DDR6_CS[1]/DDR6_CA[4]/DDR3_CA[12],O,-9886.2,-16151,DDR Interface,
AC47,DDR1_MA[10]/DDR7_CA[1]/DDR7_CA[1]/DDR7_CA[5]/DDR3_CA[8],O,-6433,-15536.3,DDR Interface,
AM60,DDR1_MA[1]/NC/DDR4_CS[1]/DDR4_CA[4]/DDR2_CS[0],O,-11439.8,-12014.7,DDR Interface,
AC50,DDR1_MA[0]/NC/DDR7_CS[1]/DDR7_CA[4]/DDR3_CA[5],O,-7496,-15590.2,DDR Interface,
AM47,DDR1_CS[1]/DDR5_CA[1]/DDR5_CA[1]/DDR5_CA[5]/DDR2_CA[2],O,-6433,-11944.1,DDR Interface,
AM50,DDR1_CS[0]/NC/DDR5_CS[1]/DDR5_CA[4]/DDR2_CA[4],O,-7496,-11998,DDR Interface,
V48,DDR1_CLK_P[1]/DDR7_CLK_P/DDR7_CLK_P/DDR7_CLK_P/DDR3_CLK_P[1],O,-6726,-17710.8,DDR Interface,
AL61,DDR1_CLK_P[0]/DDR4_CLK_P/DDR4_CLK_P/DDR4_CLK_P/DDR2_CLK_P[0],O,-11940,-12571.7,DDR Interface,
V49,DDR1_CLK_N[1]/DDR7_CLK_N/DDR7_CLK_N/DDR7_CLK_N/DDR3_CLK_N[1],O,-7371.4,-17632.6,DDR Interface,
AJ61,DDR1_CLK_N[0]/DDR4_CLK_N/DDR4_CLK_N/DDR4_CLK_N/DDR2_CLK_N[0],O,-11940,-13221.7,DDR Interface,
T60,DDR1_CKE[1]/DDR6_CA[4]/DDR6_CA[5]/DDR6_CA[1]/NC,O,-11451.4,-18217.4,DDR Interface,
T55,DDR1_CKE[0]/DDR6_CA[5]/DDR6_CA[6]/DDR6_CA[0]/NC,O,-9799.6,-18433.4,DDR Interface,
U57,DDR1_BG[1]/DDR6_CA[2]/DDR6_CA[3]/DDR6_CS[0]/NC,O,-10398.8,-18180.3,DDR Interface,
W60,DDR1_BG[0]/DDR6_CA[3]/DDR6_CA[4]/DDR6_CS[1]/DDR3_CA[4],O,-11439.8,-17370.9,DDR Interface,
AE47,DDR1_BA[1]/DDR5_CA[5]/DDR5_CA[6]/DDR5_CA[0]/DDR2_CA[10],O,-6421,-14692.8,DDR Interface,
AC53,DDR1_BA[0]/DDR7_CA[0]/DDR7_CA[0]/DDR7_CA[6]/DDR3_CA[10],O,-8780,-15700.8,DDR Interface,
AC57,DDR1_ACT#/DDR6_CS[1]/DDR6_CS[0]/DDR6_CA[3]/DDR3_CA[9],O,-10421.2,-15610.7,DDR Interface,
CH48,DDR0_PAR/DDR3_CS[1]/DDR3_CS[0]/DDR3_CA[3]/DDR1_CA[3],O,-6882.8,2278.4,DDR Interface,
CV53,DDR0_ODT[1]/DDR1_CA[0]/DDR1_CA[0]/DDR1_CA[6]/DDR0_CA[3],O,-8780,6461.4,DDR Interface,
CM50,DDR0_ODT[0]/DDR1_CS[0]/DDR1_CA[2]/DDR1_CA[2]/DDR0_CA[6],O,-7552.6,3877.2,DDR Interface,
CH58,DDR0_MA[9]/DDR2_CA[0]/DDR2_CA[0]/DDR2_CA[6]/DDR1_CA[7],O,-10932.4,2556.6,DDR Interface,
CP60,DDR0_MA[8]/DDR0_CA[2]/DDR0_CA[3]/DDR0_CS[0]/DDR0_CA[9],O,-11439.8,4791.3,DDR Interface,
CL55,DDR0_MA[7]/DDR0_CA[4]/DDR0_CA[5]/DDR0_CA[1]/NC,O,-9799.6,3728.8,DDR Interface,
CM57,DDR0_MA[6]/DDR0_CA[3]/DDR0_CA[4]/DDR0_CS[1]/NC,O,-10398.8,3981.9,DDR Interface,
CM60,DDR0_MA[5]/DDR0_CA[5]/DDR0_CA[6]/DDR0_CA[0]/NC,O,-11451.4,3944.8,DDR Interface,
CR56,DDR0_MA[4]/DDR0_CS[0]/DDR0_CA[2]/DDR0_CA[2]/DDR0_CA[12],O,-9886.2,5335.4,DDR Interface,
CV60,DDR0_MA[3]/DDR0_CS[1]/DDR0_CS[0]/DDR0_CA[3]/DDR0_CS[1],O,-11439.8,6555.3,DDR Interface,
CC50,DDR0_MA[2]/DDR3_CS[0]/DDR3_CA[2]/DDR3_CA[2]/DDR1_CA[1],O,-7552.6,285,DDR Interface,
CM53,DDR0_MA[16]/DDR1_CA[4]/DDR1_CA[5]/DDR1_CA[1]/DDR0_CA[8],O,-8852.6,3877.2,DDR Interface,
CT46,DDR0_MA[15]/DDR1_CA[3]/DDR1_CA[4]/DDR1_CS[1]/DDR0_CA[7],O,-6191.8,5794.9,DDR Interface,
CP53,DDR0_MA[14]/DDR1_CA[2]/DDR1_CA[3]/DDR1_CS[0]/DDR0_CA[11],O,-8780,4885.2,DDR Interface,
CU48,DDR0_MA[13]/DDR1_CS[1]/DDR1_CS[0]/DDR1_CA[3]/DDR0_CA[5],O,-6882.8,5870.6,DDR Interface,
CH56,DDR0_MA[12]/DDR2_CA[1]/DDR2_CA[1]/DDR2_CA[5]/DDR1_CA[12],O,-9886.2,2419,DDR Interface,
CJ60,DDR0_MA[11]/NC/DDR2_CS[1]/DDR2_CA[4]/DDR1_CA[11],O,-11439.8,2963.1,DDR Interface,
CK47,DDR0_MA[10]/DDR3_CA[1]/DDR3_CA[1]/DDR3_CA[5]/DDR1_CA[8],O,-6433,3033.7,DDR Interface,
CV57,DDR0_MA[1]/NC/DDR0_CS[1]/DDR0_CA[4]/DDR0_CS[0],O,-10421.2,6551.5,DDR Interface,
CJ50,DDR0_MA[0]/NC/DDR3_CS[1]/DDR3_CA[4]/DDR1_CA[5],O,-7496,2979.8,DDR Interface,
CW47,DDR0_CS[1]/DDR1_CA[1]/DDR1_CA[1]/DDR1_CA[5]/DDR0_CA[2],O,-6433,6625.9,DDR Interface,
CV50,DDR0_CS[0]/NC/DDR1_CS[1]/DDR1_CA[4]/DDR0_CA[4],O,-7496,6572,DDR Interface,
CD49,DDR0_CLK_P[1]/DDR3_CLK_P/DDR3_CLK_P/DDR3_CLK_P/DDR1_CLK_P[1],O,-7371.4,937.4,DDR Interface,
CU61,DDR0_CLK_P[0]/DDR0_CLK_P/DDR0_CLK_P/DDR0_CLK_P/DDR0_CLK_P[0],O,-11940,5998.3,DDR Interface,
CD48,DDR0_CLK_N[1]/DDR3_CLK_N/DDR3_CLK_N/DDR3_CLK_N/DDR1_CLK_N[1],O,-6726,859.2,DDR Interface,
CR61,DDR0_CLK_N[0]/DDR0_CLK_N/DDR0_CLK_N/DDR0_CLK_N/DDR0_CLK_N[0],O,-11940,5348.3,DDR Interface,
CB55,DDR0_CKE[1]/DDR2_CA[4]/DDR2_CA[5]/DDR2_CA[1]/NC,O,-9799.6,136.6,DDR Interface,
CC60,DDR0_CKE[0]/DDR2_CA[5]/DDR2_CA[6]/DDR2_CA[0]/NC,O,-11451.4,352.6,DDR Interface,
CE60,DDR0_BG[1]/DDR2_CA[2]/DDR2_CA[3]/DDR2_CS[0]/DDR1_CA[4],O,-11439.8,1199.1,DDR Interface,
CC57,DDR0_BG[0]/DDR2_CA[3]/DDR2_CA[4]/DDR2_CS[1]/NC,O,-10398.8,389.7,DDR Interface,
CM47,DDR0_BA[1]/DDR1_CA[5]/DDR1_CA[6]/DDR1_CA[0]/DDR0_CA[10],O,-6421,3877.2,DDR Interface,
CJ53,DDR0_BA[0]/DDR3_CA[0]/DDR3_CA[0]/DDR3_CA[6]/DDR1_CA[10],O,-8780,2869.2,DDR Interface,
CJ57,DDR0_ACT#/DDR2_CS[1]/DDR2_CS[0]/DDR2_CA[3]/DDR1_CA[9],O,-10421.2,2959.3,DDR Interface,
,DDR4/DDR5BallName,,,,,
BG57,DDR1_ALERT#,I,-10398.8,-5800.3,DDR Interface,
BF61,DDR0_ALERT#,I,-11940,-6402.2,DDR Interface,
,DDR4BallName,,,,,
BG55,DDR1_VREF_CA0,O,-9799.6,-6053.4,DDR Interface,
BG60,DDR0_VREF_CA0,O,-11451.4,-5837.4,DDR Interface,
BG50,DDR_VTT_CTL,O,-7552.6,-5905,DDR Interface,
,MISCBallName,,,,,
D61,RSVD_TP,N/A,-11940,-23330,Test Point,
A58,RSVD_TP,N/A,-10830,-24440,Test Point,
B59,RSVD_TP,N/A,-11311.8,-23812,Test Point,
A56,DDR_COMP,Analog,-10180,-24440,DDR Interface,
B56,DDR_COMP,Analog,-10011.8,-23811.9,DDR Interface,
VSS
A3,VSS,GND,11144,-24440,Power,
A10,VSS,GND,8543.4,-24440,Power,
A21,VSS,GND,3850,-24440,Power,
A23,VSS,GND,3144.4,-24440,Power,
A25,VSS,GND,2494.4,-24440,Power,
A26,VSS,GND,1844.4,-24440,Power,
A28,VSS,GND,1194.4,-24440,Power,
A30,VSS,GND,544.4,-24440,Power,
A31,VSS,GND,-105.6,-24440,Power,
A33,VSS,GND,-755.6,-24440,Power,
A40,VSS,GND,-3669.4,-24440,Power,
A47,VSS,GND,-6267.2,-24440,Power,
A53,VSS,GND,-8880,-24440,Power,
A60,VSS,GND,-11480,-24440,Power,
B4,VSS,GND,10662,-23812,Power,
B34,VSS,GND,-1398.6,-24115,Power,
B43,VSS,GND,-4968.2,-23877,Power,
B50,VSS,GND,-7566,-23877,Power,
B58,VSS,GND,-10661.8,-23812,Power,
B61,VSS,GND,-11940,-23980.5,Power,
C1,VSS,GND,11940,-23643.8,Power,
C9,VSS,GND,8611.8,-23792.9,Power,
C21,VSS,GND,3850,-23790,Power,
C25,VSS,GND,2494.4,-23790,Power,
C28,VSS,GND,1194.4,-23790,Power,
C31,VSS,GND,-105.6,-23790,Power,
C34,VSS,GND,-1398.6,-23465,Power,
C40,VSS,GND,-3669.4,-23419.7,Power,
C47,VSS,GND,-6267.2,-23419.7,Power,
D4,VSS,GND,10662,-23137,Power,
D9,VSS,GND,8611.8,-23117.9,Power,
D11,VSS,GND,7893.4,-23140,Power,
D14,VSS,GND,6762.4,-23140,Power,
D17,VSS,GND,5631.5,-23140,Power,
D20,VSS,GND,4500.5,-23140,Power,
D21,VSS,GND,3850,-23140,Power,
D25,VSS,GND,2494.4,-23140,Power,
D28,VSS,GND,1194.4,-23140,Power,
D31,VSS,GND,-105.6,-23140,Power,
D53,VSS,GND,-8998.6,-23261.1,Power,
D56,VSS,GND,-10011.8,-23161.9,Power,
D58,VSS,GND,-10662,-23162,Power,
D59,VSS,GND,-11312,-23162,Power,
E43,VSS,GND,-4968.2,-22942,Power,
E50,VSS,GND,-7566,-22942,Power,
F4,VSS,GND,10662,-22437,Power,
F9,VSS,GND,8611.8,-22417.9,Power,
F21,VSS,GND,3850,-22490,Power,
F23,VSS,GND,3144.4,-22490,Power,
F26,VSS,GND,1844.4,-22490,Power,
F28,VSS,GND,1194.4,-22490,Power,
F30,VSS,GND,544.4,-22490,Power,
F33,VSS,GND,-755.6,-22490,Power,
F40,VSS,GND,-3774.3,-22345.7,Power,
F46,VSS,GND,-5942.2,-22250.1,Power,
F47,VSS,GND,-6592.2,-22250.1,Power,
F52,VSS,GND,-8540,-22250.1,Power,
F56,VSS,GND,-9931.8,-22391.7,Power,
F59,VSS,GND,-11311.8,-22511.8,Power,
G21,VSS,GND,3850,-21840,Power,
G25,VSS,GND,2494.4,-21840,Power,
G28,VSS,GND,1194.4,-21840,Power,
G31,VSS,GND,-105.6,-21840,Power,
G34,VSS,GND,-1398.6,-22165,Power,
G42,VSS,GND,-4292.6,-21830.6,Power,
G43,VSS,GND,-4968.2,-21830.6,Power,
G50,VSS,GND,-7566,-21830.6,Power,
H1,VSS,GND,11940,-21693.8,Power,
H6,VSS,GND,9964.8,-21585.9,Power,
H8,VSS,GND,9314.8,-21585.9,Power,
H9,VSS,GND,8664.8,-21585.9,Power,
H13,VSS,GND,7327.9,-21515,Power,
H16,VSS,GND,6196.9,-21515,Power,
H18,VSS,GND,5066,-21515,Power,
H34,VSS,GND,-1398.6,-21515,Power,
H37,VSS,GND,-2570.5,-21515,Power,
H52,VSS,GND,-8202.1,-21690.6,Power,
H58,VSS,GND,-10753.8,-21519,Power,
J11,VSS,GND,7893.4,-21190,Power,
J14,VSS,GND,6762.4,-21190,Power,
J17,VSS,GND,5631.5,-21190,Power,
J20,VSS,GND,4500.5,-21190,Power,
J21,VSS,GND,3850,-21190,Power,
J25,VSS,GND,2494.4,-21190,Power,
J28,VSS,GND,1194.4,-21190,Power,
J31,VSS,GND,-105.6,-21190,Power,
J36,VSS,GND,-1809.1,-21003,Power,
J39,VSS,GND,-3109.1,-21003,Power,
J47,VSS,GND,-6433,-21033.7,Power,
J48,VSS,GND,-6983.6,-21380,Power,
J51,VSS,GND,-8152.8,-21039.9,Power,
J55,VSS,GND,-9750,-21055,Power,
K4,VSS,GND,10727,-20718.8,Power,
L9,VSS,GND,8738.2,-20594.8,Power,
L12,VSS,GND,7665.9,-20440,Power,
L13,VSS,GND,7015.9,-20440,Power,
L15,VSS,GND,6365.9,-20440,Power,
L17,VSS,GND,5705.9,-20440,Power,
L18,VSS,GND,5055.9,-20440,Power,
L20,VSS,GND,4405.9,-20440,Power,
L22,VSS,GND,3745.9,-20440,Power,
L23,VSS,GND,3095.9,-20440,Power,
L27,VSS,GND,1785.9,-20440,Power,
L30,VSS,GND,485.9,-20440,Power,
L33,VSS,GND,-824.1,-20440,Power,
L35,VSS,GND,-1474.1,-20440,Power,
L36,VSS,GND,-2134.1,-20440,Power,
L38,VSS,GND,-2784.1,-20440,Power,
L40,VSS,GND,-3434.1,-20440,Power,
L54,VSS,GND,-9236.2,-20406.1,Power,
M16,VSS,GND,6035.9,-19877,Power,
M21,VSS,GND,4075.9,-19877,Power,
M26,VSS,GND,2115.9,-19877,Power,
M31,VSS,GND,155.9,-19877,Power,
M32,VSS,GND,-499.1,-19877,Power,
M34,VSS,GND,-1149.1,-19877,Power,
M36,VSS,GND,-1804.1,-19877,Power,
M47,VSS,GND,-6428,-20081.1,Power,
M57,VSS,GND,-10442,-20081.1,Power,
M59,VSS,GND,-11377,-20081.1,Power,
N1,VSS,GND,11940,-19743.8,Power,
N4,VSS,GND,10727,-19418.8,Power,
N9,VSS,GND,8738.2,-19743.8,Power,
N40,VSS,GND,-3560.4,-19409,Power,
N41,VSS,GND,-4123.4,-19734,Power,
N48,VSS,GND,-6997,-19756.1,Power,
N54,VSS,GND,-9236.2,-19756.1,Power,
P3,VSS,GND,11290,-19093.8,Power,
P11,VSS,GND,8032.9,-19126.9,Power,
P16,VSS,GND,6072.9,-19126.9,Power,
P21,VSS,GND,4112.9,-19126.9,Power,
P26,VSS,GND,2152.9,-19126.9,Power,
P31,VSS,GND,192.9,-19126.9,Power,
P35,VSS,GND,-1767.1,-19126.9,Power,
P47,VSS,GND,-6433,-19128.5,Power,
P51,VSS,GND,-8152.8,-19122.3,Power,
